siren,annee,date_depot,type_comptes,filename_pdf,token_pdf,filename_xlsx,token_xlsx
411178072,2015,2017-01-24,CS,R M  LAVAGE - Comptes sociaux 2015.pdf,Uk5FQzQxMTE3ODA3MjY0OTY5NGRlNzQ0NTI0ZTBhYTA5ZTc5OQ,R M LAVAGE- Comptes sociaux 2015.xlsx,WFM0MTExNzgwNzIyMDE3MDEyNDIwMTUxMjMx
512993783,2016,2017-02-09,CS,LAVERIE DE L'ILE - Comptes sociaux 2016.pdf,QzUxMjk5Mzc4MzIwMTcwMjA5MjAxNjAzMzFDUw,LAVERIE DE L'ILE- Comptes sociaux 2016.xlsx,WFM1MTI5OTM3ODMyMDE3MDIwOTIwMTYwMzMx
512993783,2015,2017-02-09,CS,LAVERIE DE L'ILE - Comptes sociaux 2015.pdf,QzUxMjk5Mzc4MzIwMTcwMjA5MjAxNTAzMzFDUw,LAVERIE DE L'ILE- Comptes sociaux 2015.xlsx,WFM1MTI5OTM3ODMyMDE3MDIwOTIwMTUwMzMx
512993783,2014,2022-12-15,CS,LAVERIE DE L'ILE - Comptes sociaux 2014.pdf,Uk5FQzUxMjk5Mzc4MzYzZTYyMmZlN2U4OTgwMDVmNTBhMTJjZA,LAVERIE DE L'ILE- Comptes sociaux 2014.xlsx,WEM1MTI5OTM3ODMyMDIyMTIxNTIwMTQwMzMx
512993783,2013,2017-02-09,CS,LAVERIE DE L'ILE - Comptes sociaux 2013.pdf,Uk5FQzUxMjk5Mzc4MzYzZTYyMmZlN2U4OTgwMDVmNTBhMTJjYg,LAVERIE DE L'ILE- Comptes sociaux 2013.xlsx,WFM1MTI5OTM3ODMyMDE3MDIwOTIwMTMwMzMx
504568346,2015,2017-03-17,CS,LOCLA - Comptes sociaux 2015.pdf,Uk5FQzUwNDU2ODM0NjYzZTA5YjdjODY0MGFiMzU0MTFlNzc2NQ,LOCLA- Comptes sociaux 2015.xlsx,WFM1MDQ1NjgzNDYyMDE3MDMxNzIwMTUxMjMx
323903930,2024,2025-09-23,CS,SELNAS - Comptes sociaux 2024.pdf,Uk5FQzMyMzkwMzkzMDY4ZThjM2FjMGQ0MmZjMTAwZDA4ZTJlNg,SELNAS- Comptes sociaux 2024.xlsx,WEMzMjM5MDM5MzAyMDI1MDkyMzIwMjQxMjMx
323903930,2023,2024-10-02,CS,SELNAS - Comptes sociaux 2023.pdf,Uk5FQzMyMzkwMzkzMDY3MWEwMDBiMzk1MzkzNzA0OTAwN2MyYQ,SELNAS- Comptes sociaux 2023.xlsx,WEMzMjM5MDM5MzAyMDI0MTAwMjIwMjMxMjMx
323903930,2022,2023-09-28,CS,SELNAS - Comptes sociaux 2022.pdf,Uk5FQzMyMzkwMzkzMDY5NDU2YjY0MjJhYmI1MmY2NzAxOWUzZQ,SELNAS- Comptes sociaux 2022.xlsx,WEMzMjM5MDM5MzAyMDIzMDkyODIwMjIxMjMx
323903930,2021,2022-11-08,CS,SELNAS - Comptes sociaux 2021.pdf,Uk5FQzMyMzkwMzkzMDYzZWJmZjE2OTVlN2ZiY2Q1ZjA0ZDc2Nw,SELNAS- Comptes sociaux 2021.xlsx,WEMzMjM5MDM5MzAyMDIyMTEwODIwMjExMjMx
323903930,2020,2021-11-16,CS,SELNAS - Comptes sociaux 2020.pdf,Uk5FQzMyMzkwMzkzMDYzZWJmZjE2OTVlN2ZiY2Q1ZjA0ZDc2OA,SELNAS- Comptes sociaux 2020.xlsx,WEMzMjM5MDM5MzAyMDIxMTExNjIwMjAxMjMx
323903930,2019,2020-11-30,CS,SELNAS - Comptes sociaux 2019.pdf,Uk5FQzMyMzkwMzkzMDYzZWJmZjE2OTVlN2ZiY2Q1ZjA0ZDc2OQ,SELNAS- Comptes sociaux 2019.xlsx,WEMzMjM5MDM5MzAyMDIwMTEzMDIwMTkxMjMx
323903930,2018,2019-10-15,CS,SELNAS - Comptes sociaux 2018.pdf,Uk5FQzMyMzkwMzkzMDYzZWJmZjE1OTVlN2ZiY2Q1ZjA0ZDc2Ng,SELNAS- Comptes sociaux 2018.xlsx,WEMzMjM5MDM5MzAyMDE5MTAxNTIwMTgxMjMx
323903930,2017,2018-11-21,CS,SELNAS - Comptes sociaux 2017.pdf,Uk5FQzMyMzkwMzkzMDY5M2E4Yjg0OGU0YzNhNmI1NDA4ZTAwZg,SELNAS- Comptes sociaux 2017.xlsx,WEMzMjM5MDM5MzAyMDE4MTEyMTIwMTcxMjMx
341279065,2024,2025-07-18,CS,HA LAVAGE - Comptes sociaux 2024.pdf,Uk5FQzM0MTI3OTA2NTY4OTFiYTJhODM0MzA4NTY1ZDA5MjE5Mg,HA LAVAGE- Comptes sociaux 2024.xlsx,WFMzNDEyNzkwNjUyMDI1MDcxODIwMjQxMjMx
341279065,2023,2024-07-26,CS,HA LAVAGE - Comptes sociaux 2023.pdf,Uk5FQzM0MTI3OTA2NTY2YzRhNGU2N2RhYzYzOWRjODBiYzIyNA,HA LAVAGE- Comptes sociaux 2023.xlsx,WFMzNDEyNzkwNjUyMDI0MDcyNjIwMjMxMjMx
341279065,2021,2022-08-22,CS,HA LAVAGE - Comptes sociaux 2021.pdf,QzM0MTI3OTA2NTIwMjIwODIyMjAyMTEyMzFDUw,HA LAVAGE- Comptes sociaux 2021.xlsx,WFMzNDEyNzkwNjUyMDIyMDgyMjIwMjExMjMx
341279065,2020,2021-08-19,CS,HA LAVAGE - Comptes sociaux 2020.pdf,Uk5FQzM0MTI3OTA2NTYzZGRjN2FjYzM2MWVkMWE5MzA5YmQzMw,HA LAVAGE- Comptes sociaux 2020.xlsx,WFMzNDEyNzkwNjUyMDIxMDgxOTIwMjAxMjMx
428687941,2024,2026-02-03,CS,CL LAVERIE LIBRE SERVICE - Comptes sociaux 2024.pdf,Uk5FQzQyODY4Nzk0MTY5OTgyNGM3OGM0NDlhNTk0YzBhZThkNQ,CL LAVERIE LIBRE SERVICE- Comptes sociaux 2024.xlsx,WFM0Mjg2ODc5NDEyMDI2MDIwMzIwMjQxMjMx
428687941,2023,2024-11-20,CS,CL LAVERIE LIBRE SERVICE - Comptes sociaux 2023.pdf,Uk5FQzQyODY4Nzk0MTY3NTMxMmRlZDM0MGFhMDI5NjAzY2Q4Mg,CL LAVERIE LIBRE SERVICE- Comptes sociaux 2023.xlsx,WFM0Mjg2ODc5NDEyMDI0MTEyMDIwMjMxMjMx
428687941,2022,2023-11-13,CS,CL LAVERIE LIBRE SERVICE - Comptes sociaux 2022.pdf,Uk5FQzQyODY4Nzk0MTY1OTdiMmUyNWEzZDZmZmU0YjAwOTAwZA,CL LAVERIE LIBRE SERVICE- Comptes sociaux 2022.xlsx,WFM0Mjg2ODc5NDEyMDIzMTExMzIwMjIxMjMx
428687941,2021,2022-12-28,CS,CL LAVERIE LIBRE SERVICE - Comptes sociaux 2021.pdf,Uk5FQzQyODY4Nzk0MTYzZGU2N2JjZjFjZDQ1YWE2NzEzMDA0Nw,CL LAVERIE LIBRE SERVICE- Comptes sociaux 2021.xlsx,WFM0Mjg2ODc5NDEyMDIyMTIyODIwMjExMjMx
428687941,2020,2021-11-09,CS,CL LAVERIE LIBRE SERVICE - Comptes sociaux 2020.pdf,Uk5FQzQyODY4Nzk0MTYzZGU2N2JjZjFjZDQ1YWE2NzEzMDA0OQ,CL LAVERIE LIBRE SERVICE- Comptes sociaux 2020.xlsx,WFM0Mjg2ODc5NDEyMDIxMTEwOTIwMjAxMjMx
428687941,2019,2021-02-02,CS,CL LAVERIE LIBRE SERVICE - Comptes sociaux 2019.pdf,Uk5FQzQyODY4Nzk0MTYzZGU2N2JjZjFjZDQ1YWE2NzEzMDA0YQ,CL LAVERIE LIBRE SERVICE- Comptes sociaux 2019.xlsx,WFM0Mjg2ODc5NDEyMDIxMDIwMjIwMTkxMjMx
428687941,2018,2019-11-20,CS,CL LAVERIE LIBRE SERVICE - Comptes sociaux 2018.pdf,Uk5FQzQyODY4Nzk0MTYzZGU2N2JiZjFjZDQ1YWE2NzEzMDA0Ng,CL LAVERIE LIBRE SERVICE- Comptes sociaux 2018.xlsx,WFM0Mjg2ODc5NDEyMDE5MTEyMDIwMTgxMjMx
428687941,2017,2018-11-12,CS,CL LAVERIE LIBRE SERVICE - Comptes sociaux 2017.pdf,Uk5FQzQyODY4Nzk0MTYzZGU2N2JjZjFjZDQ1YWE2NzEzMDA0OA,CL LAVERIE LIBRE SERVICE- Comptes sociaux 2017.xlsx,WFM0Mjg2ODc5NDEyMDE4MTExMjIwMTcxMjMx
428687941,2016,2017-10-16,CS,CL LAVERIE LIBRE SERVICE - Comptes sociaux 2016.pdf,Uk5FQzQyODY4Nzk0MTYzZGU2N2JiZjFjZDQ1YWE2NzEzMDA0NQ,CL LAVERIE LIBRE SERVICE- Comptes sociaux 2016.xlsx,WFM0Mjg2ODc5NDEyMDE3MTAxNjIwMTYxMjMx
530327063,2023,2024-09-18,CS,VDLJ - Comptes sociaux 2023.pdf,Uk5FQzUzMDMyNzA2MzY3MDBmNDUyMzZmNmE0Yjg0ZjAyMmI1Zg,VDLJ- Comptes sociaux 2023.xlsx,WFM1MzAzMjcwNjMyMDI0MDkxODIwMjMxMjMx
530327063,2022,2023-10-31,CS,VDLJ - Comptes sociaux 2022.pdf,Uk5FQzUzMDMyNzA2MzY1ZmQ5ZjBjY2QyODI1M2FmMDBmODBmYg,VDLJ- Comptes sociaux 2022.xlsx,WFM1MzAzMjcwNjMyMDIzMTAzMTIwMjIxMjMx
530327063,2021,2022-08-29,CS,VDLJ - Comptes sociaux 2021.pdf,Uk5FQzUzMDMyNzA2MzYzZTkyYmRlZGU5Y2ZjYTJkMTFlNDNkZg,VDLJ- Comptes sociaux 2021.xlsx,WFM1MzAzMjcwNjMyMDIyMDgyOTIwMjExMjMx
530327063,2020,2021-07-06,CS,VDLJ - Comptes sociaux 2020.pdf,Uk5FQzUzMDMyNzA2MzYzZTkyYmRlZGU5Y2ZjYTJkMTFlNDNkZQ,VDLJ- Comptes sociaux 2020.xlsx,WFM1MzAzMjcwNjMyMDIxMDcwNjIwMjAxMjMx
530327063,2019,2020-10-02,CS,VDLJ - Comptes sociaux 2019.pdf,Uk5FQzUzMDMyNzA2MzYzZTkyYmRkZGU5Y2ZjYTJkMTFlNDNkZA,VDLJ- Comptes sociaux 2019.xlsx,WFM1MzAzMjcwNjMyMDIwMTAwMjIwMTkxMjMx
530327063,2018,2019-09-04,CS,VDLJ - Comptes sociaux 2018.pdf,Uk5FQzUzMDMyNzA2MzYzZTkyYmRkZGU5Y2ZjYTJkMTFlNDNkYw,VDLJ- Comptes sociaux 2018.xlsx,WFM1MzAzMjcwNjMyMDE5MDkwNDIwMTgxMjMx
530327063,2017,2020-10-02,CS,VDLJ - Comptes sociaux 2017.pdf,Uk5FQzUzMDMyNzA2MzYzZTkyYmRkZGU5Y2ZjYTJkMTFlNDNkYg,VDLJ- Comptes sociaux 2017.xlsx,WFM1MzAzMjcwNjMyMDIwMTAwMjIwMTcxMjMx
514335546,2023,2024-07-16,CS,SARL B.S - Comptes sociaux 2023.pdf,Uk5FQzUxNDMzNTU0NjY2YWI5ZTdmNjhmZWFiMmRiMDBhNmU2OA,SARL B.S- Comptes sociaux 2023.xlsx,WFM1MTQzMzU1NDYyMDI0MDcxNjIwMjMwOTMw
514335546,2022,2023-10-06,CS,SARL B.S - Comptes sociaux 2022.pdf,Uk5FQzUxNDMzNTU0NjY1NDA4MGI5ZDM1MjY3ZWMzODAzNGM4NQ,SARL B.S- Comptes sociaux 2022.xlsx,WFM1MTQzMzU1NDYyMDIzMTAwNjIwMjIwOTMw
514335546,2021,2023-10-06,CS,SARL B.S - Comptes sociaux 2021.pdf,Uk5FQzUxNDMzNTU0NjY1NDA4MGI5ZDM1MjY3ZWMzODAzNGM4Nw,SARL B.S- Comptes sociaux 2021.xlsx,WFM1MTQzMzU1NDYyMDIzMTAwNjIwMjEwOTMw
514335546,2020,2023-10-06,CS,SARL B.S - Comptes sociaux 2020.pdf,Uk5FQzUxNDMzNTU0NjY1NDA4MGI5ZDM1MjY3ZWMzODAzNGM4Ng,SARL B.S- Comptes sociaux 2020.xlsx,WFM1MTQzMzU1NDYyMDIzMTAwNjIwMjAwOTMw
514335546,2019,2020-03-04,CS,SARL B.S - Comptes sociaux 2019.pdf,Uk5FQzUxNDMzNTU0NjYzZTgzMDY4OTk4YWNhZWNmODFkNGNhZA,SARL B.S- Comptes sociaux 2019.xlsx,WFM1MTQzMzU1NDYyMDIwMDMwNDIwMTkwOTMw
514335546,2018,2020-03-04,CS,SARL B.S - Comptes sociaux 2018.pdf,Uk5FQzUxNDMzNTU0NjYzZTgzMDY4OTk4YWNhZWNmODFkNGNhYw,SARL B.S- Comptes sociaux 2018.xlsx,WEM1MTQzMzU1NDYyMDIwMDMwNDIwMTgwOTMw
514335546,2017,2018-04-20,CS,SARL B.S - Comptes sociaux 2017.pdf,Uk5FQzUxNDMzNTU0NjYzZTgzMDY4OTk4YWNhZWNmODFkNGNhYg,SARL B.S- Comptes sociaux 2017.xlsx,WEM1MTQzMzU1NDYyMDE4MDQyMDIwMTcwOTMw
514335546,2016,2017-05-17,CS,SARL B.S - Comptes sociaux 2016.pdf,Uk5FQzUxNDMzNTU0NjYzZTgzMDY4OTk4YWNhZWNmODFkNGNhYQ,SARL B.S- Comptes sociaux 2016.xlsx,WEM1MTQzMzU1NDYyMDE3MDUxNzIwMTYwOTMw
391591914,2015,2017-01-05,CS,NAKI NET - Comptes sociaux 2015.pdf,QzM5MTU5MTkxNDIwMTcwMTA1MjAxNTEyMzFDUw,NAKI'NET- Comptes sociaux 2015.xlsx,WFMzOTE1OTE5MTQyMDE3MDEwNTIwMTUxMjMx
422883389,2017,2019-01-29,CS,LAVERIE ORNANO - Comptes sociaux 2017.pdf,Uk5FQzQyMjg4MzM4OTYzZTg3ZThiOGJlNmViOWY5ZDFmZTU1Yg,LAVERIE ORNANO- Comptes sociaux 2017.xlsx,WFM0MjI4ODMzODkyMDE5MDEyOTIwMTcxMjMx
422883389,2016,2017-10-26,CS,LAVERIE ORNANO - Comptes sociaux 2016.pdf,Uk5FQzQyMjg4MzM4OTYzZTg3ZThiOGJlNmViOWY5ZDFmZTU1YQ,LAVERIE ORNANO- Comptes sociaux 2016.xlsx,WFM0MjI4ODMzODkyMDE3MTAyNjIwMTYxMjMx
801819657,2019,2019-11-27,CS,WASH HOUDRY - Comptes sociaux 2019.pdf,Uk5FQzgwMTgxOTY1NzYzZTVkZjVmNTRmZWJkYTE3YzA2Y2ZlMg,WASH HOUDRY- Comptes sociaux 2019.xlsx,WFM4MDE4MTk2NTcyMDE5MTEyNzIwMTkwNjMw
801819657,2018,2018-11-12,CS,WASH HOUDRY - Comptes sociaux 2018.pdf,Uk5FQzgwMTgxOTY1NzYzZTVkZjVmNTRmZWJkYTE3YzA2Y2ZlMw,WASH HOUDRY- Comptes sociaux 2018.xlsx,WFM4MDE4MTk2NTcyMDE4MTExMjIwMTgwNjMw
801819657,2017,2017-12-27,CS,WASH HOUDRY - Comptes sociaux 2017.pdf,Uk5FQzgwMTgxOTY1NzYzZTVkZjVmNTRmZWJkYTE3YzA2Y2ZlMQ,WASH HOUDRY- Comptes sociaux 2017.xlsx,WFM4MDE4MTk2NTcyMDE3MTIyNzIwMTcwNjMw
792378572,2022,2024-02-29,CS,JLS CONCEPT - Comptes sociaux 2022.pdf,Uk5FQzc5MjM3ODU3MjY2MWIyYzJhNDFjZjJlNzY2ODAxMmFlMQ,JLS CONCEPT- Comptes sociaux 2022.xlsx,WEM3OTIzNzg1NzIyMDI0MDIyOTIwMjIxMjMx
792378572,2021,2022-11-10,CS,JLS CONCEPT - Comptes sociaux 2021.pdf,Uk5FQzc5MjM3ODU3MjYzZGNmNWVkODY0MGFiMzU0MTA3YzMzMg,JLS CONCEPT- Comptes sociaux 2021.xlsx,WEM3OTIzNzg1NzIyMDIyMTExMDIwMjExMjMx
792378572,2020,2021-11-09,CS,JLS CONCEPT - Comptes sociaux 2020.pdf,Uk5FQzc5MjM3ODU3MjYzZGNmNWVkODY0MGFiMzU0MTA3YzMzMQ,JLS CONCEPT- Comptes sociaux 2020.xlsx,WEM3OTIzNzg1NzIyMDIxMTEwOTIwMjAxMjMx
792378572,2019,2020-10-06,CS,JLS CONCEPT - Comptes sociaux 2019.pdf,Uk5FQzc5MjM3ODU3MjYzZGNmNWVkODY0MGFiMzU0MTA3YzMzMA,JLS CONCEPT- Comptes sociaux 2019.xlsx,WEM3OTIzNzg1NzIyMDIwMTAwNjIwMTkxMjMx
792378572,2018,2019-12-03,CS,JLS CONCEPT - Comptes sociaux 2018.pdf,Uk5FQzc5MjM3ODU3MjYzZGNmNWVkODY0MGFiMzU0MTA3YzMyZg,JLS CONCEPT- Comptes sociaux 2018.xlsx,WEM3OTIzNzg1NzIyMDE5MTIwMzIwMTgxMjMx
792378572,2017,2018-11-14,CS,JLS CONCEPT - Comptes sociaux 2017.pdf,Uk5FQzc5MjM3ODU3MjYzZGNmNWVkODY0MGFiMzU0MTA3YzMyZQ,JLS CONCEPT- Comptes sociaux 2017.xlsx,WEM3OTIzNzg1NzIyMDE4MTExNDIwMTcxMjMx
792378572,2016,2017-10-30,CS,JLS CONCEPT - Comptes sociaux 2016.pdf,Uk5FQzc5MjM3ODU3MjYzZGNmNWVkODY0MGFiMzU0MTA3YzMyZA,,
414353235,2024,2025-07-31,CS,SLAV SOCIETE LAVERIES AUTOMAT VERSAILLAISES - Comptes sociaux 2024.pdf,Uk5FQzQxNDM1MzIzNTY4YTMzNDg1NDhhMDgxNWE2ZDBiYjJhOA,SOCIETE DES LAVERIES AUTOMATIQUES VERSAILLAISES- Comptes sociaux 2024.xlsx,WEM0MTQzNTMyMzUyMDI1MDczMTIwMjQwNjMw
414353235,2022,2023-07-21,CS,SLAV SOCIETE LAVERIES AUTOMAT VERSAILLAISES - Comptes sociaux 2022.pdf,Uk5FQzQxNDM1MzIzNTY1Y2I5NGFmNWFkMTE0YWI1YzBiOWI5OA,SOCIETE LAVERIES AUTOMAT VERSAILLAISES- Comptes sociaux 2022.xlsx,WEM0MTQzNTMyMzUyMDIzMDcyMTIwMjIwNjMw
414353235,2021,2022-12-21,CS,SLAV SOCIETE LAVERIES AUTOMAT VERSAILLAISES - Comptes sociaux 2021.pdf,Uk5FQzQxNDM1MzIzNTYzZWI0YjI1YmNhZWYzZDJjNTBmYzBlNw,SOCIETE DES LAVERIES AUTOMATIQUES VERSAILLAISES- Comptes sociaux 2021.xlsx,WEM0MTQzNTMyMzUyMDIyMTIyMTIwMjEwNjMw
414353235,2017,2017-12-18,CS,SLAV SOCIETE LAVERIES AUTOMAT VERSAILLAISES - Comptes sociaux 2017.pdf,Uk5FQzQxNDM1MzIzNTYzZWI0YjI0YmNhZWYzZDJjNTBmYzBlNg,SOCIETE DES LAVERIES AUTOMATIQUES VERSAILLAISES- Comptes sociaux 2017.xlsx,WEM0MTQzNTMyMzUyMDE3MTIxODIwMTcwNjMw
353562838,2024,2025-02-05,CS,JCPF - Comptes sociaux 2024.pdf,Uk5FQzM1MzU2MjgzODY3YTQ5ZTNhOTk3MGNhNWM2YzA2MTBhZA,,
353562838,2023,2025-02-16,CS,JCPF - Comptes sociaux 2023.pdf,Uk5FQzM1MzU2MjgzODY3Yzk2NTQ5OTUxNTg2MGQyMDAxNDE5MA,JCPF- Comptes sociaux 2023.xlsx,WFMzNTM1NjI4MzgyMDI1MDIxNjIwMjMxMjMx
353562838,2022,2023-12-12,CS,JCPF - Comptes sociaux 2022.pdf,Uk5FQzM1MzU2MjgzODY1Y2NhMGQyYTNkYzA4Y2I1OTA3YjIyMg,J.C.P.F.- Comptes sociaux 2022.xlsx,WFMzNTM1NjI4MzgyMDIzMTIxMjIwMjIxMjMx
353562838,2021,2022-11-29,CS,JCPF - Comptes sociaux 2021.pdf,Uk5FQzM1MzU2MjgzODYzZGUxZGU2OGVkZWQyOWNiMzBlZjZmNA,J.C.P.F.- Comptes sociaux 2021.xlsx,WFMzNTM1NjI4MzgyMDIyMTEyOTIwMjExMjMx
353562838,2020,2021-12-21,CS,JCPF - Comptes sociaux 2020.pdf,Uk5FQzM1MzU2MjgzODYzZGUxZGU3OGVkZWQyOWNiMzBlZjZmNg,J.C.P.F.- Comptes sociaux 2020.xlsx,WFMzNTM1NjI4MzgyMDIxMTIyMTIwMjAxMjMx
353562838,2019,2020-07-28,CS,JCPF - Comptes sociaux 2019.pdf,Uk5FQzM1MzU2MjgzODYzZGUxZGU2OGVkZWQyOWNiMzBlZjZmMw,J.C.P.F.- Comptes sociaux 2019.xlsx,WFMzNTM1NjI4MzgyMDIwMDcyODIwMTkxMjMx
353562838,2018,2019-07-10,CS,JCPF - Comptes sociaux 2018.pdf,Uk5FQzM1MzU2MjgzODYzZGUxZGU3OGVkZWQyOWNiMzBlZjZmNQ,J.C.P.F.- Comptes sociaux 2018.xlsx,WFMzNTM1NjI4MzgyMDE5MDcxMDIwMTgxMjMx
353562838,2017,2019-03-25,CS,JCPF - Comptes sociaux 2017.pdf,Uk5FQzM1MzU2MjgzODYzZGUxZGU2OGVkZWQyOWNiMzBlZjZmMg,J.C.P.F.- Comptes sociaux 2017.xlsx,WEMzNTM1NjI4MzgyMDE5MDMyNTIwMTcxMjMx
353562838,2016,2017-12-07,CS,JCPF - Comptes sociaux 2016.pdf,Uk5FQzM1MzU2MjgzODYzZGUxZGU2OGVkZWQyOWNiMzBlZjZmMQ,J.C.P.F.- Comptes sociaux 2016.xlsx,WFMzNTM1NjI4MzgyMDE3MTIwNzIwMTYxMjMx
353562838,2015,2017-12-06,CS,JCPF - Comptes sociaux 2015.pdf,Uk5FQzM1MzU2MjgzODYzZGUxZGU1OGVkZWQyOWNiMzBlZjZmMA,J.C.P.F.- Comptes sociaux 2015.xlsx,WFMzNTM1NjI4MzgyMDE3MTIwNjIwMTUxMjMx
844586909,2024,2025-10-06,CS,LAV MJL - Comptes sociaux 2024.pdf,Uk5FQzg0NDU4NjkwOTY4ZjhlNDY5OTc2MTVhZjVlNzBiZTgzYw,LAV MJL- Comptes sociaux 2024.xlsx,WEM4NDQ1ODY5MDkyMDI1MTAwNjIwMjQxMjMx
844586909,2023,2025-05-19,CS,LAV MJL - Comptes sociaux 2023.pdf,Uk5FQzg0NDU4NjkwOTY4NDE1MjllZmEzMzQ3MWU2NDA4N2EwYQ,LAV MJL- Comptes sociaux 2023.xlsx,WEM4NDQ1ODY5MDkyMDI1MDUxOTIwMjMxMjMx
844586909,2022,2023-10-30,CS,LAV MJL - Comptes sociaux 2022.pdf,Uk5FQzg0NDU4NjkwOTY1Nzc0ZDVjNWZmYTM2ODE1YTAzMDk5Nw,LAV MJL- Comptes sociaux 2022.xlsx,WEM4NDQ1ODY5MDkyMDIzMTAzMDIwMjIxMjMx
844586909,2021,2022-11-08,CS,LAV MJL - Comptes sociaux 2021.pdf,Uk5FQzg0NDU4NjkwOTYzZWJiMDE4YzkwMzcwZjE4MDAwNTVjMw,LAV MJL- Comptes sociaux 2021.xlsx,WEM4NDQ1ODY5MDkyMDIyMTEwODIwMjExMjMx
833733538,2024,2025-09-20,CS,RELAIS DE MARNE ET SEINE - Comptes sociaux 2024.pdf,Uk5FQzgzMzczMzUzODY4ZDY1MjBiYTRiMTYzNDU2YjAzZGRmNA,RELAIS DE MARNE ET SEINE- Comptes sociaux 2024.xlsx,WEM4MzM3MzM1MzgyMDI1MDkyMDIwMjQxMjMx
833733538,2023,2025-09-23,CS,RELAIS DE MARNE ET SEINE - Comptes sociaux 2023.pdf,Uk5FQzgzMzczMzUzODY4ZGNlMjU5ZjE0M2UwNDBlNzAzODFkNA,RELAIS DE MARNE ET SEINE- Comptes sociaux 2023.xlsx,WEM4MzM3MzM1MzgyMDI1MDkyMzIwMjMxMjMx
833733538,2022,2023-08-18,CS,RELAIS DE MARNE ET SEINE - Comptes sociaux 2022.pdf,Uk5FQzgzMzczMzUzODY1MTU5ZTQ2NDFjNWExNjExODBlNGUzNw,RELAIS DE MARNE ET SEINE- Comptes sociaux 2022.xlsx,WEM4MzM3MzM1MzgyMDIzMDgxODIwMjIxMjMx
833733538,2021,2022-10-11,CS,RELAIS DE MARNE ET SEINE - Comptes sociaux 2021.pdf,Uk5FQzgzMzczMzUzODYzZTFmMmY2ZjFmNTNkODUyYTA4ODljZA,RELAIS DE MARNE ET SEINE- Comptes sociaux 2021.xlsx,WEM4MzM3MzM1MzgyMDIyMTAxMTIwMjExMjMx
833733538,2020,2021-09-21,CS,RELAIS DE MARNE ET SEINE - Comptes sociaux 2020.pdf,Uk5FQzgzMzczMzUzODYzZTFmMmY2ZjFmNTNkODUyYTA4ODljYw,RELAIS DE MARNE ET SEINE- Comptes sociaux 2020.xlsx,WEM4MzM3MzM1MzgyMDIxMDkyMTIwMjAxMjMx
833733538,2019,2020-09-10,CS,RELAIS DE MARNE ET SEINE - Comptes sociaux 2019.pdf,Uk5FQzgzMzczMzUzODYzZTFmMmY1ZjFmNTNkODUyYTA4ODljYg,RELAIS DE MARNE ET SEINE- Comptes sociaux 2019.xlsx,WEM4MzM3MzM1MzgyMDIwMDkxMDIwMTkxMjMx
833733538,2018,2019-12-31,CS,RELAIS DE MARNE ET SEINE - Comptes sociaux 2018.pdf,Uk5FQzgzMzczMzUzODYzZTFmMmY1ZjFmNTNkODUyYTA4ODljYQ,RELAIS DE MARNE ET SEINE- Comptes sociaux 2018.xlsx,WEM4MzM3MzM1MzgyMDE5MTIzMTIwMTgxMjMx
792403438,2021,2022-11-10,CS,T.J.S - Comptes sociaux 2021.pdf,Uk5FQzc5MjQwMzQzODYzZTdlOTQ0OGJlNmViOWY5ZDFjMmMxZA,T.J.S- Comptes sociaux 2021.xlsx,WEM3OTI0MDM0MzgyMDIyMTExMDIwMjExMjMx
792403438,2020,2022-08-19,CS,T.J.S - Comptes sociaux 2020.pdf,Uk5FQzc5MjQwMzQzODYzZTdlOTQ1OGJlNmViOWY5ZDFjMmMxZg,T.J.S- Comptes sociaux 2020.xlsx,WEM3OTI0MDM0MzgyMDIyMDgxOTIwMjAxMjMx
792403438,2019,2020-10-06,CS,T.J.S - Comptes sociaux 2019.pdf,Uk5FQzc5MjQwMzQzODYzZTdlOTQ0OGJlNmViOWY5ZDFjMmMxZQ,T.J.S- Comptes sociaux 2019.xlsx,WEM3OTI0MDM0MzgyMDIwMTAwNjIwMTkxMjMx
792403438,2018,2019-11-08,CS,T.J.S - Comptes sociaux 2018.pdf,Uk5FQzc5MjQwMzQzODYzZTdlOTQ0OGJlNmViOWY5ZDFjMmMxYg,T.J.S- Comptes sociaux 2018.xlsx,WEM3OTI0MDM0MzgyMDE5MTEwODIwMTgxMjMx
792403438,2017,2018-11-14,CS,T.J.S - Comptes sociaux 2017.pdf,Uk5FQzc5MjQwMzQzODYzZTdlOTQ0OGJlNmViOWY5ZDFjMmMxYw,T.J.S- Comptes sociaux 2017.xlsx,WEM3OTI0MDM0MzgyMDE4MTExNDIwMTcxMjMx
792403438,2016,2017-10-30,CS,T.J.S - Comptes sociaux 2016.pdf,Uk5FQzc5MjQwMzQzODYzZTdlOTQ0OGJlNmViOWY5ZDFjMmMxYQ,T.J.S- Comptes sociaux 2016.xlsx,WEM3OTI0MDM0MzgyMDE3MTAzMDIwMTYxMjMx
831080429,2022,2023-09-25,CS,AU PETIT LAVOIR - Comptes sociaux 2022.pdf,Uk5FQzgzMTA4MDQyOTY5NDQxYWMzMWYwZTRlNzI5OTBmMmI1OA,AU PETIT LAVOIR- Comptes sociaux 2022.xlsx,WFM4MzEwODA0MjkyMDIzMDkyNTIwMjIxMjMx
